Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Barra da Tijuca;2;1;1;98;2250.0;1490.0;235.0
Tijuca;3;1;0;100;1700.0;840.0;110.0
Recreio dos Bandeirantes;3;3;2;180;2700.0;760.0;450.0
Jabour;2;1;0;71;610.0;590.0;90.5
Tijuca;2;1;1;78;2400.0;900.0;132.0
Tijuca;3;1;0;90;2350.0;747.0;341.66666666666663
São Conrado;2;2;2;80;2800.0;873.0;1500.5
Recreio dos Bandeirantes;4;2;2;125;1700.0;1015.5;90.0
Recreio dos Bandeirantes;2;2;1;118;1600.0;1005.0;254.0
Maracanã;3;2;1;98;2100.0;910.0;180.0
Jacarepaguá;2;1;1;80;1150.0;872.0;40.0
Barra da Tijuca;2;1;1;72;1600.0;780.0;14.0
Maracanã;2;1;1;85;1900.0;930.0;107.0
Tijuca;3;1;1;90;2000.0;887.0;123.0
Tijuca;2;1;0;90;2000.0;700.0;75.0
Barra da Tijuca;2;1;1;100;2500.0;1498.0;339.0
Barra da Tijuca;2;1;1;73;2000.0;1033.0;100.0
Recreio dos Bandeirantes;3;2;1;99;1900.0;1110.0;79.0
Recreio dos Bandeirantes;3;1;1;83;2300.0;1200.0;195.0
Tijuca;3;0;1;100;1800.0;850.0;130.0
Tijuca;3;1;1;96;1950.0;500.0;93.0
Pechincha;3;1;1;76;1450.0;652.0;742.0
Engenho de Dentro;2;1;1;80;1350.0;235.0;135.0
Tijuca;3;0;0;105;2200.0;512.0;128.0
Pechincha;2;1;0;71;1400.0;688.0;645.6666666666666
Recreio dos Bandeirantes;4;2;1;180;2700.0;900.0;514.3333333333333
Laranjeiras;3;1;0;130;2650.0;1010.0;214.0
Recreio dos Bandeirantes;3;2;1;85;2200.0;708.0;1352.0
Jacarepaguá;2;1;1;75;1300.0;524.0;126.0
Recreio dos Bandeirantes;3;1;1;80;2500.0;800.0;107.0
Copacabana;2;0;1;80;2400.0;700.0;154.0
Barra da Tijuca;2;2;1;74;2200.0;1049.0;221.0
Recreio dos Bandeirantes;3;2;1;151;2000.0;1126.0;316.66666666666663
Freguesia (Jacarepaguá);2;1;1;71;1700.0;780.0;56.333333333333336
Jacarepaguá;2;1;0;71;1700.0;600.0;386.5
Laranjeiras;2;0;0;87;2900.0;750.0;130.0
Freguesia (Jacarepaguá);3;2;2;166;2000.0;1618.0;222.0
Lins de Vasconcelos;2;0;0;80;900.0;539.0;13.0
Barra da Tijuca;2;1;1;80;2200.0;1130.0;75.0
Tijuca;2;0;0;73;1400.0;491.0;172.5
Catete;2;0;0;83;2300.0;680.0;148.0
Recreio dos Bandeirantes;2;1;0;90;1800.0;880.0;177.0
Humaitá;2;0;0;72;2000.0;620.0;137.0
Barra da Tijuca;2;1;1;101;2500.0;2300.0;408.0
Tijuca;2;0;0;79;1800.0;380.0;336.0
Barra da Tijuca;2;1;1;96;2000.0;1460.0;278.0
Pechincha;3;1;1;90;1000.0;800.0;120.0
Botafogo;3;0;0;83;2800.0;294.0;110.0
Tijuca;2;1;0;71;1750.0;540.0;83.0
Vila Isabel;3;1;1;89;2100.0;750.0;321.0
Recreio dos Bandeirantes;4;4;1;145;2000.0;1350.0;390.0
Copacabana;3;0;0;119;2500.0;1140.0;323.75
Freguesia (Jacarepaguá);3;1;1;71;1600.0;500.0;191.25
Tijuca;3;1;1;80;1750.0;850.0;125.0
Irajá;2;1;1;80;1450.0;200.0;395.0
Recreio dos Bandeirantes;2;1;1;74;1500.0;1247.0;190.0
Tijuca;3;1;1;85;2300.0;569.0;123.0
Jacarepaguá;4;2;3;245;2700.0;1380.0;145.0
Freguesia (Jacarepaguá);3;2;2;134;2500.0;1200.0;284.0
Recreio dos Bandeirantes;3;2;0;85;1800.0;924.0;155.0
Copacabana;3;1;0;100;2700.0;1079.0;129.0
Glória;2;0;0;110;1500.0;1400.0;200.0
Taquara;2;1;1;80;1200.0;1225.0;72.0
Freguesia (Jacarepaguá);2;1;1;79;1600.0;750.0;113.0
Copacabana;3;0;0;110;2700.0;1000.0;25.0
Lins de Vasconcelos;2;2;1;145;2500.0;581.0;28.0
Tijuca;3;0;0;85;1600.0;515.0;276.0
Recreio dos Bandeirantes;3;3;3;189;2500.0;922.0;420.0
Copacabana;2;0;0;80;2200.0;938.0;98.0
Copacabana;3;1;0;110;2900.0;1365.0;160.0
Santa Teresa;3;0;0;83;1700.0;604.0;208.0
Maracanã;3;0;1;114;1900.0;570.0;87.0
Méier;3;1;0;85;1300.0;770.0;72.0
Catete;2;1;0;71;2200.0;725.0;109.0
Recreio dos Bandeirantes;4;4;2;170;2600.0;1180.0;260.0
Barra da Tijuca;2;1;1;95;2400.0;1200.0;204.0
Tijuca;3;1;0;85;2200.0;850.0;92.0
Recreio dos Bandeirantes;2;1;1;71;1600.0;570.0;100.0
Vila Isabel;3;2;1;100;1400.0;750.0;102.0
Gávea;2;1;1;75;2500.0;1237.0;1888.0
Barra da Tijuca;2;1;1;80;2200.0;1200.0;2500.0
Rio Comprido;2;1;0;88;1200.0;663.0;1726.0
Tijuca;3;1;0;148;2500.0;1100.0;220.0
Jardim Guanabara;3;0;0;115;1800.0;470.0;388.5
Barra da Tijuca;3;2;3;100;1900.0;1498.0;127.0
Botafogo;3;1;0;109;2500.0;927.0;174.0
Barra da Tijuca;2;1;2;80;1000.0;1183.0;193.33333333333331
Barra da Tijuca;3;1;1;72;2000.0;630.0;160.0
Pechincha;3;1;1;85;1050.0;982.0;102.0
Barra da Tijuca;3;1;0;100;1800.0;1200.0;260.0
Barra da Tijuca;2;1;1;105;2700.0;1591.0;200.0
Recreio dos Bandeirantes;2;1;1;91;1500.0;1229.0;189.0
Tijuca;2;1;0;79;1500.0;470.0;2558.0
Jacarepaguá;2;1;1;72;2200.0;750.0;77.0
Tijuca;2;1;2;87;2950.0;740.0;130.0
Copacabana;2;0;0;80;2400.0;180.0;995.0
Laranjeiras;2;0;0;123;2600.0;800.0;203.0
Tijuca;3;1;0;100;2500.0;1277.0;353.5
Recreio dos Bandeirantes;2;2;1;85;2000.0;1300.0;100.0
Freguesia (Jacarepaguá);4;0;2;112;2400.0;648.0;190.0
Copacabana;2;1;0;85;2990.0;850.0;170.0
Leme;2;1;0;84;2700.0;715.0;215.0
Tijuca;2;2;0;80;1800.0;550.0;81.0
São Cristóvão;2;1;1;71;2000.0;760.0;57.0
Freguesia (Jacarepaguá);2;1;1;80;1800.0;750.0;112.0
Jacarepaguá;2;1;1;80;1900.0;1350.0;80.0
Engenho de Dentro;2;1;1;74;1300.0;501.0;135.0
Tijuca;3;1;0;125;2500.0;1100.0;200.0
Barra da Tijuca;3;1;3;80;2750.0;1200.0;124.5
Grajaú;2;0;0;75;1600.0;550.0;49.0
Vila da Penha;2;1;0;83;1300.0;300.0;274.0
Laranjeiras;3;0;0;95;2500.0;575.0;93.0
Barra da Tijuca;2;1;1;83;2000.0;1335.0;265.0
Leme;3;0;0;135;2900.0;800.0;230.0
Méier;3;1;1;102;1900.0;890.0;135.0
Barra da Tijuca;3;1;1;100;2800.0;1485.0;257.0
Leme;2;0;0;75;2700.0;878.0;411.33333333333337
São Cristóvão;2;1;1;72;1850.0;753.0;45.0
Barra da Tijuca;3;2;2;96;1900.0;750.0;250.0
Jacarepaguá;3;1;1;100;2200.0;1200.0;189.0
Humaitá;3;0;1;100;2700.0;1560.0;105.0
Freguesia (Jacarepaguá);3;1;1;80;1500.0;680.0;159.0
Cachambi;2;1;0;76;1200.0;510.0;37.0
Recreio dos Bandeirantes;3;1;1;105;2200.0;650.0;250.0
Barra da Tijuca;3;2;1;96;2800.0;1200.0;193.0
Barra da Tijuca;3;2;1;193;2500.0;3800.0;863.0
Recreio dos Bandeirantes;3;2;1;120;2000.0;700.0;2500.0
Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0
Santa Teresa;2;0;0;75;1700.0;13.0;427.0
Vargem Pequena;3;1;1;78;1600.0;550.0;90.0
Copacabana;2;1;1;94;2500.0;1351.0;135.0
Recreio dos Bandeirantes;2;1;1;90;2800.0;1100.0;140.0
Recreio dos Bandeirantes;2;2;2;200;2900.0;1040.0;300.0
Bonsucesso;2;0;0;75;900.0;640.0;220.0
Tijuca;2;0;1;75;1900.0;716.0;87.0
Barra da Tijuca;2;1;1;95;2450.0;1700.0;1525.0
Jacarepaguá;2;1;1;78;2500.0;589.0;98.0
Leblon;2;1;1;79;2650.0;1702.0;406.0
Engenho Novo;3;1;0;130;1300.0;700.0;580.5
Copacabana;2;0;1;98;2250.0;1426.0;206.0
Laranjeiras;3;1;1;90;2200.0;1294.0;131.0
Cosme Velho;2;1;1;87;2200.0;792.0;188.0
Freguesia (Jacarepaguá);2;1;1;82;1400.0;783.0;128.0
Laranjeiras;2;1;1;80;2700.0;915.0;76.0
Tijuca;3;1;0;72;1950.0;200.0;83.0
Barra da Tijuca;2;1;2;83;2250.0;1160.0;254.0
Copacabana;3;0;0;88;2900.0;713.0;171.0
Pilares;2;1;0;80;1400.0;404.0;174.0
Copacabana;2;0;0;85;2500.0;850.0;107.0
Grajaú;2;0;0;80;1500.0;500.0;347.5
Recreio dos Bandeirantes;3;2;1;163;2499.0;1456.0;403.0
Barra da Tijuca;3;1;1;74;1800.0;620.0;246.0
Barra da Tijuca;2;1;1;87;2200.0;788.0;274.6666666666667
Campo Grande;3;2;1;143;2300.0;750.0;1030.0
Méier;3;2;1;100;2700.0;826.0;16.0
Tijuca;3;1;0;170;2500.0;780.0;178.0
Jacarepaguá;3;0;0;200;1500.0;181.0;6.0
Tijuca;3;1;1;145;2800.0;1000.0;192.0
Recreio dos Bandeirantes;3;2;1;120;2300.0;711.0;221.0
Recreio dos Bandeirantes;3;2;2;177;2500.0;1500.0;413.0
Estácio;2;1;1;84;1600.0;840.0;380.6
Laranjeiras;3;1;0;135;2700.0;1513.0;251.0
Vargem Pequena;3;2;1;124;2500.0;700.0;354.0
Todos os Santos;3;1;1;75;1500.0;462.0;73.0
Tijuca;3;0;1;90;1500.0;935.0;97.0
Recreio dos Bandeirantes;3;1;1;83;1800.0;950.0;213.0
Tijuca;3;1;1;110;2900.0;1100.0;182.0
Recreio dos Bandeirantes;3;3;1;240;2899.0;1600.0;490.0
Colégio;2;1;0;75;990.0;1100.0;450.0
Maracanã;2;0;1;75;1800.0;600.0;410.0
Barra da Tijuca;2;2;1;89;1700.0;1350.0;80.0
Copacabana;3;0;0;100;2500.0;1055.0;300.0
Tijuca;3;0;0;80;2500.0;450.0;65.0
Grajaú;2;1;1;75;1800.0;950.0;332.0
Jardim Guanabara;3;1;1;140;2000.0;610.0;152.0
Barra da Tijuca;2;0;0;103;2800.0;1783.0;198.0
Jacarepaguá;3;1;1;82;2200.0;730.0;120.0
Recreio dos Bandeirantes;3;1;1;76;1800.0;850.0;120.0
Recreio dos Bandeirantes;3;2;1;90;1800.0;1222.0;158.0
Recreio dos Bandeirantes;2;2;0;88;1300.0;1026.0;368.0
Recreio dos Bandeirantes;2;3;1;80;1600.0;530.0;1344.0
Barra da Tijuca;2;1;1;98;1650.0;980.0;144.0
São Conrado;3;2;1;115;2400.0;2000.0;180.0
Tijuca;3;0;0;100;1990.0;1150.0;29.0
Barra da Tijuca;2;1;2;90;2300.0;1510.0;2496.0
Tijuca;2;0;0;79;1650.0;250.0;82.0
Barra da Tijuca;2;1;2;82;2600.0;1470.0;247.0
Freguesia (Jacarepaguá);2;1;2;78;2000.0;650.0;299.7142857142857
Pechincha;3;1;1;73;1600.0;750.0;334.8571428571429
Lins de Vasconcelos;2;1;1;73;1400.0;509.0;91.0
Laranjeiras;2;1;0;75;2200.0;895.0;118.0
Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0
Barra da Tijuca;3;2;1;89;1900.0;770.0;116.0
Barra da Tijuca;3;2;1;80;1690.0;1100.0;130.0
Engenho Novo;2;1;0;91;1400.0;694.0;75.0
Flamengo;2;0;0;84;2200.0;679.0;161.0
Freguesia (Jacarepaguá);2;1;1;80;1300.0;846.0;580.5
Barra da Tijuca;2;1;1;90;2000.0;1300.0;283.0
Recreio dos Bandeirantes;2;1;1;87;1200.0;1032.0;123.5
Recreio dos Bandeirantes;3;2;3;93;2500.0;470.0;75.0
Tijuca;3;1;1;160;2800.0;800.0;3300.0
São Conrado;3;1;1;114;2400.0;1082.0;253.0
Barra da Tijuca;2;2;1;78;2000.0;3114.0;405.0
Copacabana;3;1;0;110;2500.0;1350.0;130.0
Leme;3;1;0;88;2000.0;391.0;56.0
Barra da Tijuca;2;1;1;77;2500.0;1400.0;106.0
Recreio dos Bandeirantes;2;2;1;102;2300.0;415.0;120.0
Maracanã;2;1;1;80;1800.0;1120.0;134.0
Freguesia (Jacarepaguá);3;2;1;132;1900.0;1115.0;137.0
Recreio dos Bandeirantes;2;1;1;100;1650.0;700.0;150.0
Copacabana;3;0;0;105;2600.0;1011.0;177.0
Méier;3;0;0;100;1500.0;100.0;114.0
Vila Isabel;2;1;0;80;1600.0;550.0;70.0
Vila Valqueire;2;1;0;72;800.0;150.0;12.0
Humaitá;2;1;0;90;2900.0;815.0;96.0
Rocha;3;1;0;81;1400.0;655.0;16.0
Vila Isabel;2;2;0;102;1600.0;992.0;129.0
Recreio dos Bandeirantes;3;2;1;74;1500.0;1071.0;163.0
Santa Teresa;3;0;0;149;2000.0;890.0;52.0
Barra da Tijuca;3;1;1;73;1700.0;616.0;29.0
Recreio dos Bandeirantes;2;2;1;103;1950.0;826.0;44.0
Copacabana;3;1;0;92;2500.0;1100.0;110.0
Recreio dos Bandeirantes;3;2;1;121;2500.0;1123.0;58.5
Freguesia (Jacarepaguá);2;1;1;90;1800.0;805.0;155.0
Tijuca;2;1;1;95;1700.0;856.0;111.0
Recreio dos Bandeirantes;2;1;1;78;2000.0;700.0;206.66666666666669
Recreio dos Bandeirantes;3;3;1;140;2800.0;760.0;3500.0
Copacabana;2;0;1;114;2400.0;1410.0;140.0
Copacabana;3;1;1;92;2500.0;1100.0;1512.0
Recreio dos Bandeirantes;3;2;1;105;1800.0;650.0;300.0
Barra da Tijuca;2;1;1;86;2900.0;1080.0;160.0
Recreio dos Bandeirantes;2;1;1;99;2300.0;800.0;1913.0
Campo Grande;2;0;0;80;1100.0;725.0;1006.0
Freguesia (Jacarepaguá);3;2;1;90;1900.0;1075.0;99.0
Leme;2;0;0;75;2800.0;918.0;187.66666666666666
Ipanema;3;0;0;90;2500.0;1310.0;223.0
Tijuca;2;0;0;79;1200.0;917.0;91.0
Flamengo;3;0;1;107;2800.0;1100.0;150.0
Copacabana;2;1;0;73;2900.0;1150.0;237.0
Recreio dos Bandeirantes;2;1;1;72;1300.0;770.0;137.0
Catumbi;2;0;0;75;1200.0;460.0;516.5
Piedade;3;0;0;75;950.0;87.0;14.0
Ipanema;3;0;0;90;2800.0;1400.0;180.0
Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0
Vila Valqueire;2;1;0;80;1200.0;300.0;136.5
Tijuca;3;0;1;126;2600.0;846.0;224.0
Barra da Tijuca;3;2;1;105;2800.0;1630.0;262.0
Leme;2;0;0;87;2600.0;715.0;153.0
Abolição;2;2;0;81;850.0;350.0;49.0
Vila Valqueire;3;1;1;146;2200.0;630.0;167.0
Recreio dos Bandeirantes;3;2;1;80;2300.0;350.0;85.0
Recreio dos Bandeirantes;3;2;1;109;2400.0;470.0;444.5
Andaraí;2;0;0;76;1200.0;250.0;175.0
Botafogo;2;0;0;91;2800.0;350.0;625.5
São Conrado;2;2;1;85;2500.0;1162.0;193.0
Barra da Tijuca;2;1;1;76;1900.0;1400.0;136.75
Recreio dos Bandeirantes;2;1;1;72;1900.0;650.0;100.0
Vila da Penha;2;1;0;80;1100.0;380.0;1538.0
Tijuca;2;0;0;80;1900.0;700.0;198.66666666666666
Catete;3;0;0;95;2200.0;1043.0;96.0
Tijuca;3;2;0;104;2500.0;1238.0;164.0
Recreio dos Bandeirantes;2;1;1;75;1750.0;790.0;110.0
Tijuca;2;1;1;76;2500.0;930.0;92.0
Recreio dos Bandeirantes;3;3;3;180;2800.0;1130.0;494.0
Recreio dos Bandeirantes;2;1;1;78;2300.0;1285.0;224.33333333333334
Bonsucesso;2;0;0;90;1200.0;270.0;198.66666666666666
Flamengo;3;1;0;123;2800.0;942.0;173.0
Vista Alegre;2;1;1;85;1300.0;500.0;382.5
Leme;2;0;0;75;2700.0;878.0;21.5
São Francisco Xavier;2;2;0;74;1100.0;750.0;13.0
Recreio dos Bandeirantes;3;1;1;80;2500.0;830.0;100.0
Recreio dos Bandeirantes;3;2;1;120;1900.0;670.0;315.0
Freguesia (Jacarepaguá);3;1;1;95;1600.0;840.0;226.0
Vila Kosmos;3;1;0;85;1500.0;432.3333333333333;177.66666666666669
Oswaldo Cruz;2;1;1;84;950.0;320.0;126.0
Tijuca;2;1;0;88;1200.0;640.0;144.0
Recreio dos Bandeirantes;2;2;1;90;2000.0;820.0;222.0
Tijuca;3;1;0;95;2300.0;710.0;206.66666666666666
Barra da Tijuca;2;1;2;74;2300.0;1350.0;81.0
Lins de Vasconcelos;2;1;1;145;2200.0;581.0;22.0
Recreio dos Bandeirantes;3;2;1;113;2500.0;560.0;243.0
Humaitá;3;1;0;90;2000.0;948.0;151.0
Vila Valqueire;2;1;0;90;1000.0;345.0;284.0
Barra da Tijuca;2;1;1;75;1600.0;861.0;110.0
Tijuca;3;0;0;100;2200.0;600.0;130.0
Recreio dos Bandeirantes;2;1;1;75;2000.0;800.0;130.0
Barra da Tijuca;3;1;1;76;1700.0;800.0;850.0
Tijuca;2;0;0;75;1800.0;400.0;409.0
Botafogo;2;1;1;90;2500.0;1080.0;187.0
Barra da Tijuca;4;2;1;103;2700.0;1600.0;134.0
Vila Isabel;3;1;0;75;1600.0;774.0;250.0
Recreio dos Bandeirantes;2;1;1;128;2800.0;850.0;2710.0
Copacabana;3;1;0;86;2200.0;1360.0;176.0
Recreio dos Bandeirantes;3;2;1;75;2200.0;750.0;175.0
Recreio dos Bandeirantes;2;1;1;101;2500.0;660.0;757.5
Grajaú;3;2;1;250;2700.0;930.0;938.75
Botafogo;3;2;1;120;2900.0;1839.0;355.0
Barra da Tijuca;2;1;1;78;2500.0;1100.0;100.0
Recreio dos Bandeirantes;3;2;3;198;1500.0;1571.0;400.0
Recreio dos Bandeirantes;3;1;1;102;2000.0;600.0;250.0
Botafogo;2;1;1;98;2800.0;1800.0;217.0
Barra da Tijuca;4;2;2;114;2000.0;1174.0;130.0
Botafogo;3;1;1;130;2600.0;1200.0;100.0
Barra da Tijuca;3;2;0;89;2150.0;1200.0;219.0
Santa Teresa;3;0;0;90;2700.0;365.0;10.0
Recreio dos Bandeirantes;3;2;2;110;2700.0;1300.0;250.0
Recreio dos Bandeirantes;2;1;1;72;1700.0;800.0;125.0
Rocha Miranda;3;1;1;90;1200.0;250.0;2618.25
Vila Isabel;2;0;1;74;1500.0;849.0;91.0
Rio Comprido;3;1;1;79;2400.0;1095.0;460.6666666666667
Recreio dos Bandeirantes;2;1;1;76;1600.0;559.0;135.0
Estácio;3;0;0;105;1900.0;677.0;233.5
Copacabana;3;0;1;73;2300.0;1188.0;131.0
Grajaú;2;1;0;78;1500.0;802.0;40.0
Rio Comprido;2;1;1;76;1600.0;700.0;25.0
Laranjeiras;2;0;0;106;2700.0;890.0;155.0
Laranjeiras;3;0;1;118;2100.0;1627.0;203.0
Madureira;2;1;0;91;1400.0;450.0;447.0
Recreio dos Bandeirantes;2;1;1;90;1200.0;1059.0;440.0
Barra da Tijuca;4;2;1;148;2500.0;1900.0;238.0
Tijuca;2;1;0;73;1800.0;715.0;194.66666666666666
Recreio dos Bandeirantes;2;2;1;100;2100.0;570.0;151.33333333333331
Vila Isabel;2;0;0;80;1400.0;498.0;20.0
Flamengo;2;0;0;83;2300.0;660.0;773.3333333333334
Andaraí;3;0;0;110;1800.0;620.0;125.0
Vargem Pequena;3;0;1;79;1600.0;500.0;900.0
Jardim Botânico;2;1;1;74;2700.0;1770.0;252.0
Tijuca;3;0;1;118;2500.0;840.0;1437.5
Barra da Tijuca;4;2;1;105;2800.0;1050.0;2200.0
Recreio dos Bandeirantes;3;2;1;127;2500.0;1100.0;788.0
São Conrado;3;2;1;114;2200.0;1373.0;615.3333333333333
Recreio dos Bandeirantes;2;2;0;100;1500.0;1140.0;139.5
Copacabana;3;1;0;137;2100.0;905.0;207.0
Barra da Tijuca;3;2;1;90;2500.0;1770.0;3080.0
Copacabana;3;0;1;130;2500.0;1044.0;290.0
Barra da Tijuca;2;1;1;78;900.0;1200.0;156.0
Méier;2;1;0;73;1400.0;330.0;35.0
Barra da Tijuca;2;1;2;90;2200.0;1130.0;698.0
Tijuca;2;0;0;85;1300.0;634.0;208.5
São Conrado;3;1;1;114;2250.0;1600.0;220.0
Freguesia (Jacarepaguá);3;1;1;84;1500.0;900.0;210.0
Copacabana;3;0;0;106;2800.0;910.0;210.0
Rio Comprido;3;1;0;90;1400.0;500.0;15.0
Laranjeiras;3;0;0;96;2600.0;700.0;243.33333333333334
Recreio dos Bandeirantes;2;1;1;80;1800.0;705.0;106.0
Barra da Tijuca;2;1;1;72;2600.0;1700.0;238.0
Centro;2;0;0;73;1900.0;690.0;70.0
Maracanã;2;1;1;86;1600.0;836.0;372.5
Barra da Tijuca;2;1;1;80;1500.0;1500.0;388.0
Recreio dos Bandeirantes;3;1;1;80;1700.0;680.0;148.0
Tijuca;3;1;0;90;1300.0;670.0;95.0
Grajaú;2;0;0;85;1280.0;400.0;51.0
Tijuca;3;0;0;119;1900.0;605.0;173.0
Tijuca;3;1;1;88;2200.0;871.0;393.66666666666663
Laranjeiras;2;1;1;95;2900.0;930.0;166.0
Vila da Penha;2;0;1;115;1200.0;2135.0;507.5
Vila Isabel;2;1;0;71;1800.0;900.0;624.5
Recreio dos Bandeirantes;2;1;1;79;1800.0;908.0;169.0
Recreio dos Bandeirantes;3;2;1;112;2600.0;650.0;120.25
Catete;2;0;0;71;1700.0;685.0;127.0
Recreio dos Bandeirantes;2;1;1;74;2200.0;852.0;150.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;650.0;303.6666666666667
Recreio dos Bandeirantes;3;2;1;100;1800.0;700.0;130.0
Tijuca;2;0;0;110;1800.0;350.0;26.333333333333332
Recreio dos Bandeirantes;3;3;3;180;2650.0;1036.0;390.0
Tijuca;2;1;1;80;1700.0;800.0;98.0
Recreio dos Bandeirantes;2;1;1;71;2500.0;600.0;30.0
Tijuca;3;1;0;107;2100.0;480.0;353.3333333333333
Botafogo;2;0;0;98;2500.0;872.0;676.6666666666666
Campo Grande;3;1;1;80;1200.0;600.0;11.0
Tijuca;2;1;0;73;1750.0;580.0;107.0
Tijuca;3;1;1;130;2800.0;950.0;54.666666666666664
Recreio dos Bandeirantes;3;2;1;110;2500.0;620.0;88.33333333333333
Tijuca;3;1;0;89;2300.0;889.0;122.0
Freguesia (Jacarepaguá);2;1;1;75;1800.0;850.0;319.5
Campo Grande;4;2;1;115;1900.0;500.0;297.3333333333333
Tijuca;3;1;0;90;2100.0;987.0;942.6666666666666
Flamengo;2;1;0;75;2600.0;1172.0;624.5
Copacabana;3;1;0;101;2800.0;1480.0;220.0
Freguesia (Jacarepaguá);3;1;1;76;1500.0;680.0;73.0
Barra da Tijuca;2;1;2;78;1900.0;1080.0;164.0
Recreio dos Bandeirantes;3;3;1;130;1900.0;635.0;500.0
São Conrado;2;1;1;85;2200.0;1200.0;180.0
Barra da Tijuca;3;2;2;83;2400.0;610.0;1400.0
Recreio dos Bandeirantes;3;2;1;90;1700.0;520.0;187.25
Jacarepaguá;2;1;1;73;1800.0;590.0;76.0
Botafogo;2;1;1;100;2900.0;1193.0;243.0
Barra da Tijuca;2;2;1;107;2990.0;1300.0;2900.0
Recreio dos Bandeirantes;2;2;1;83;2300.0;894.0;293.0
Laranjeiras;2;1;1;84;2800.0;380.0;178.0
Flamengo;3;0;0;140;2900.0;1150.0;279.0
Barra da Tijuca;2;1;1;73;2000.0;886.0;319.6666666666667
Botafogo;2;1;0;80;2200.0;1282.0;2436.0
Tijuca;3;0;0;84;1200.0;400.0;102.0
Freguesia (Jacarepaguá);3;1;1;90;1700.0;722.0;180.0
Recreio dos Bandeirantes;3;2;1;100;1800.0;865.0;110.0
Barra da Tijuca;3;2;1;145;2900.0;1800.0;350.0
Freguesia (Jacarepaguá);3;1;1;80;1800.0;600.0;100.0
Vila Valqueire;3;0;0;73;960.0;63.0;48.0
Vila Isabel;2;1;1;80;1500.0;538.0;96.0
Ilha do Governador;3;1;1;100;1700.0;550.0;90.0
Rio Comprido;3;0;0;100;1600.0;300.0;60.0
Humaitá;2;0;0;74;2000.0;680.0;98.0
Barra da Tijuca;2;1;1;80;2000.0;1200.0;150.0
Copacabana;3;1;0;122;2700.0;1402.0;187.0
Jardim Botânico;2;2;1;74;2950.0;1423.0;194.0
Recreio dos Bandeirantes;2;2;1;110;1900.0;680.0;3064.6666666666665
Barra da Tijuca;2;1;1;98;2900.0;1080.0;166.0
Barra da Tijuca;3;2;1;122;2600.0;995.0;258.0
Riachuelo;2;0;0;76;1100.0;350.0;180.0
Copacabana;2;2;1;81;2600.0;569.0;27.0
Recreio dos Bandeirantes;3;2;2;86;1900.0;779.0;121.0
Grajaú;2;1;1;78;1800.0;570.0;101.0
Lagoa;2;2;1;90;2800.0;1510.0;361.0
Jacarepaguá;3;2;1;111;1300.0;1100.0;150.0
Copacabana;2;1;1;80;2600.0;830.0;198.0
Barra da Tijuca;2;1;1;87;2000.0;1200.0;187.0
Vila Isabel;2;1;1;72;2600.0;350.0;87.5
Barra da Tijuca;2;1;1;85;1800.0;1100.0;138.0
Laranjeiras;3;0;0;112;1900.0;995.0;171.0
Vila Isabel;2;1;1;101;1900.0;700.0;142.0
Freguesia (Jacarepaguá);2;1;1;87;1400.0;580.0;80.0
Cachambi;3;1;1;74;1500.0;577.0;122.5
Todos os Santos;2;1;0;77;1500.0;696.0;292.5
Tijuca;2;1;1;87;2500.0;550.0;250.0
Vila Isabel;2;1;0;97;1600.0;620.0;28.0
Recreio dos Bandeirantes;3;2;1;76;2350.0;537.0;154.0
Tijuca;3;2;1;110;2300.0;1200.0;170.0
Barra da Tijuca;2;1;1;88;2500.0;1050.0;180.0
Colégio;2;1;0;75;990.0;800.0;130.0
Freguesia (Jacarepaguá);4;2;1;127;2300.0;993.0;211.0
Praça Seca;2;1;0;93;700.0;700.0;82.0
Tijuca;3;1;1;110;2800.0;763.0;254.66666666666666
Botafogo;2;1;0;90;2700.0;648.0;140.0
Barra da Tijuca;2;1;1;85;2800.0;1260.0;130.0
Méier;3;1;1;104;1400.0;900.0;260.0
Barra da Tijuca;2;1;0;72;2900.0;672.0;154.0
Barra da Tijuca;2;1;1;85;2200.0;1100.0;138.0
Freguesia (Jacarepaguá);3;2;1;110;2200.0;900.0;150.0
Recreio dos Bandeirantes;2;1;0;78;2200.0;777.0;300.0
Laranjeiras;3;1;1;130;2800.0;1500.0;200.0
Camorim;3;2;1;75;1700.0;650.0;80.0
Tanque;3;1;1;73;1300.0;765.0;76.0
Barra da Tijuca;2;2;1;85;2400.0;1400.0;104.5
Barra da Tijuca;2;1;1;85;2800.0;1100.0;161.5
Recreio dos Bandeirantes;3;2;1;89;2500.0;700.0;190.0
Cachambi;2;1;1;130;2300.0;870.0;97.0
Engenho Novo;3;0;0;100;1400.0;250.0;151.5
Freguesia (Jacarepaguá);2;2;1;76;1500.0;750.0;300.0
Recreio dos Bandeirantes;2;1;1;84;1900.0;1070.0;1530.0
Méier;2;1;0;89;1200.0;850.0;119.0
Barra da Tijuca;2;1;1;80;2000.0;960.0;1459.0
Jacarepaguá;2;1;1;90;2100.0;730.0;128.0
Tijuca;2;1;0;75;1255.0;867.0;115.66666666666667
